Tweets,Location,Sentiment
"RT @TayAndersonCO: BREAKING: 

The Denver School Board has voted 7-0 to END the contract with the Denver Police Department! — WE DID IT!…",Chicago,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg","space, the final frontier",0.4
"RT @ChalecosAmarill: 🎥🛑En #EEUU 🇺🇸 este RACISTA BLANCO insultó a cuanto manifestante tuviera cerca.

🔻Pero Francine, hija de inmigrantes, h…",not given,0.0
RT @DVATW: I understand football players will be allowed to wear #BlackLivesMatter  badges on their shirts when the Premier League returns…,not given,0.0
Linked are 2 documents: one from a collective of Black students and alum advocating for the protection of our lives… https://t.co/IbSpJScwzF,"Salem, OR",-0.16666666666666666
RT @lovingday: Today is Loving Day. It took nearly nine years for the Lovings to win their case. But the fight against systemic racism isn’…,not given,0.5
RT @cemeteryfIowers: I have not seen one thing about this. There are no news articles. Dominique “Rem’mie” Fells was found Tuesday in Phila…,not given,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",Unsettling,-0.18333333333333335
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",point place,-0.18333333333333335
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",👻:t_coll7,-0.16666666666666666
RT @kpmunii: Nah we cant allow this to happen forget about what happened on the tl focus on what matters now. #BlackLivesMatter https://t.c…,"Valongo, Portugal",0.0
"RT @SebGorka: Who's really behind the #BlackLivesMatter movement? 

@JenniferHorn fills in for me on #AMERICAFirst today, with special gues…",not given,-0.021428571428571436
RT @Nanoosh771: Words can’t even describe what happened. Incidents like this occurs only in the jungle!! People are already dying from coro…,not given,0.0
RT @TAHK0: #BlackLivesMatter,"Chicago, IL",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",Philadelphia,-0.15555555555555559
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Lake Forest, CA",-0.15555555555555559
"RT @Tashtania: The Indonesian Government denies all forms of systemic racism towards Papuans, despite an @amnestyindo report into suspected…","大阪, JPN, 地球",0.0
"RT @juventusfc: Anywhere, Anytime: NO TO RACISM. 
➡️ https://t.co/PYBnaOIUX2
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan htt…",CA,0.0
"RT @common: ""You have to act as if it were possible to radically transform the world. And you have to do it all the time."" Angela Davis. #B…","Virginia Beach, VA",-0.15
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"WE NEED TO CHANGE THIS SOCIETY, WE HAVE TO CHANGE THIS SOCIETY.
#blacklivesmatter #acab #justice #change",skate park,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","Mobile, AL",0.0
RT @common: #BlackLivesMatter: Arrest the cops who murdered Breonna Taylor.,"Maryland, USA",-0.175
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",not given,0.0
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",not given,-0.16666666666666666
"RT @LeroySane19: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to bring a…",Mombasa,0.0
#BlackLivesMatter #icantbreathe #JusticeForBreonna #FridayMotivation #blacklifematters #HBCU #HBCUs4BlackLives… https://t.co/rRYyjVBw5K,Philly Ny DC Miami Cali,0.0
"RT @jacksonpbn: Oluwatoyin Salau, 19, a #BlackLivesMatter protester from Tallahassee, Florida, is still missing. She had reported being sex…",Nigeria,-0.2
"RT @Marco_Rizzo: È morto un bracciante a Foggia. Ennesimo morto in una baraccopoli del Sud, ancora una volta arso vivo.
Attendo da politica…","Cappella Maggiore, Veneto",0.0
"RT @acmilan: Silence is not an option: say no to racism! 
Il silenzio non è un’opzione: no al razzismo!
#BlackLivesMatter https://t.co/WKXC…",not given,0.0
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",not given,0.0
"RT @Rettig_set_go: Tyler Williams, who had led peaceful protests in Southern Indiana after the shooting death of his brother, Malcolm, was…","Arizona, USA",0.125
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",They/Them,0.0
"@maggieNYT Statistics 1900 days of the Saudi-American aggression against Yemen

#BlackLivesMatter https://t.co/7hnFn3HDC6",الهند,0.0
them dey wear #BlackLivesMatter but the black guy among them cover en own... smh https://t.co/N3ByVayue4,not given,0.21666666666666667
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"Damn, Trump is such a terrible racist. 

Anyway.... all proceeds from our bandcamp page are going directly to… https://t.co/99rHSnFj6M",not given,-0.3
"RT @sabzwashington: Racism isn’t an opinion.

Sexism isn’t an opinion.

Ageism isn’t an opinion.

Homophobia, Biphobia, Transphobia &amp; Queer…",not given,0.0
"RT @LivCAMHSFYI: A great read for children and young people by @YoungMindsUK 

https://t.co/WOGbCjIHVb 

#BlackLivesMatter
#mentalhealth",not given,0.45
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",Somewhere Unbothered ,-0.18333333333333335
RT @VirgilvDijk: #BlackLivesMatter #PlayersTogether https://t.co/jhGgL28NZw,"Kidderminster, England",0.0
"What the fuck are you implying, DT? And how does that reporter stop herself from slapping the shit out of him?… https://t.co/8z0n8YCmnn","Wisconsin, USA",-0.30000000000000004
"RT @the_ILRC: Immigrants Stage A Hunger Strike for Black Lives Inside ICE Detention Facility by @jherrerx
 
“We want to bring awareness to…","Silver Spring, MD",-0.16666666666666666
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",South Africa,0.0
"RT @BTS_twt: 우리는 인종차별에 반대합니다.
우리는 폭력에 반대합니다.
나, 당신, 우리 모두는 존중받을 권리가 있습니다. 함께 하겠습니다.

We stand against racial discrimination.
We condemn vio…",not given,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",General Astra’s redemption arc,-0.15555555555555559
"RT @jerryiannelli: NEW: In some media statements this week, viral Houston Police Chief Art Acevedo’s department denied “kettling” #blackliv…",not given,0.13636363636363635
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",LDN,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @juventusfcen: Anywhere, Anytime: NO TO RACISM.
 
➡️ https://t.co/YX2TO7k3HS
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan…","English, Italian, Spanish, Fre",0.0
"RT @baddify: SAY THEIR NAMES AND KNOW THEIR STORIES

#BlackLivesMatter (illustrations by me) https://t.co/NbRUPkk4fQ",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @flywithkamala: This beautiful Black girl was walking through a park with her mom when a patrol car pulled up. Fearful, she  immediately…","South Carolina, USA",-0.07222222222222223
"RT @YourAnonCentral: U.S. security forces brutally beat 16-year-old child Jahmel Leach (now has his jaw wired shut), tased him in the templ…","England, United Kingdom",-0.875
"RT @HectorBellerin: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to brin…","Lusaka, Zambia",0.0
"RT @SebGorka: Who's really behind the #BlackLivesMatter movement? 

@JenniferHorn fills in for me on #AMERICAFirst today, with special gues…",not given,-0.021428571428571436
"RT @GoalAR: لاعبي ميلان يقدموا دعمهم لـ جورج فلويد 👏

(📸:@acmilan)

#BlackLivesMatter https://t.co/zrDLNEAgiK",Palestine-Gaza ,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,Belgium,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @UKDemockery: Misplaced Outrage

#BlackLivesMatter #JusticeForGrenfell💚 https://t.co/KRliDOmHeI",Ocean City UK,-0.2
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"Santa Rosa, CA",0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","London, England",0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg","Memphis, TN",0.4
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"Seattle, WA",0.0
RT @ChalecosAmarill: 🎥😡 Esto es #EEUU 🇺🇸 un país q impide las manifestaciones pacíficas y protege la violencia tanto policial como las q bu…,not given,0.0
RT @InvictosSomos: Los mensajes del AC Milan y Juventus en la previa de la semifinal de la Coppa Italia. Se unen contra el racismo. #BlackL…,not given,0.0
"RT @juventusfc: Anywhere, Anytime: NO TO RACISM. 
➡️ https://t.co/PYBnaOIUX2
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan htt…",MX,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",SEA ✈ LGB,0.4
"RT @civilrightsorg: The reason is this: systemic racism, white supremacy, and police brutality. #BlackLivesMatter",Universe ,0.0
RT @MrAndyNgo: This is what rioters did to the Minneapolis Sheraton they took over after the riots. This was converted to their “sanctuary.…,carlisle,0.0
"RT @JennRavenna: Take some time this morning to sign petitions that haven’t met their goal yet. 🖋 #BlackLivesMatter 

https://t.co/mQX376iQ…",not given,0.0
"RT @AliCologne: Ihr wollt alle Statuen von Rassisten abreißen?

Gerne. Dieser Rassist und Antisemit steht in Chemnitz.

#BlackLivesMatter h…",not given,0.0
"RT @ItsQueenAriel11: So my birth sister, Riah, was tragically murdered yesterday. Like me, she’s also trans. The news has been misgendering…","Baltimore, MD",0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @_mrethanusee: This petition is to make juneteenth a national holiday. #juneteenth2020 #blacklivesmatter

https://t.co/01L6go60B5",U.S.A.,0.0
"RT @DrRosena: Please, listen to @SadiqKhan and find a safe way to show your support #BlackLivesMatter this weekend. While the infection rat…",North Lincs,0.5
"RT @Jay_A_Rama_SFF: What the FUCK is wrong with this country.

Robert Fuller was lynched. 

Don't let this subject drop. Lives are at stake…",not given,-0.35555555555555557
"RT @LisaForMaine: The Black Panther Party's demands were:
-end police violence
-end mass incarceration
-decent housing
-equal educational o…",not given,0.0625
"RT @GeneforTexas: These are some of the innocent Texas men who have been imprisoned for a crime they didn't commit.

What do you notice abo…",not given,0.5
RT @ChalecosAmarill: 🎥😡 Esto es #EEUU 🇺🇸 un país q impide las manifestaciones pacíficas y protege la violencia tanto policial como las q bu…,Ambato Ecuador,0.0
RT @realrun: Injustice plus time does not equal justice. #BlackLivesMatter,"LONG BEACH, CA",0.0
"RT @Sha_Elise24: #SayHerName: A Thread.

This is a thread featuring some of the Black Women who lost their lives during the #BlackLivesMatt…","Missouri, USA",-0.16666666666666666
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,Somewhere,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,J♡,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",not given,0.0
"RT @_juliannemoore: Today, #ITakeResponsibility for my role in eradicating racism in America. Unless white America acknowledges its privile…",not given,0.0
"RT @juventusfcen: Anywhere, Anytime: NO TO RACISM.
 
➡️ https://t.co/YX2TO7k3HS
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan…",IN YOUR MIND,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @pleasantlytwstd: Y'all really praising Dave Chappelle like he cares about LGBTQ people?  Y'all really just forgot this man is LOUDLY ho…,"Sikniktewaq, Mi'kma'ki",0.16666666666666666
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @SiyaMiti_the1st: Zapiro on Trump's response to the #BlackLivesMatter movement https://t.co/viJzaKwEmo,not given,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"Burlington, Ontario",0.0
RT @common: #BlackLivesMatter: Forced sterilizations took place illegally for years in California’s prisons. @BOTBfilm takes a look at the…,not given,-0.3666666666666667
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,sixteen and clean,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @aguerosergiokun: #blacklivesmatter #playerstogether https://t.co/N8o2RUF2GZ,Tema ,0.0
"A free way to support #BlackLivesMatter #BLM 
Justice for #BreonnaTaylor https://t.co/PaRoCVaBBt",—Somewhere around here—,0.4
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",Global Citizen,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",not given,-0.16666666666666666
"RT @BlkLiverpool: 📣L8 Black Lives Matter
Social distancing march 
Liverpool
Sat 13th June
1pm
Marching from Rialto in L8 
Catherine St, Har…",not given,-0.044444444444444446
"RT @mobinfiltrator: the ‘blue wall of silence.’ Well thats for them to decide, but it will end your career. 

Until you offer protection fo…",not given,0.0
RT @demosisto: Really shocking when #HKpolice openly mocked #BlackLivesMatter and #ICantBreathe on camera. They are the ones who will work…,Hong Kong,-0.5
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Philadelphia, PA",-0.15555555555555559
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,not given,0.0
"RT @_jasmineleung_: In a vid now widely shared on Twitter, a police officer kept repeating #BlackLivesMatter’s chants and imitated words li…",not given,-0.1
"If you were surprised by the @NFL's change of heart on #BlackLivesMatter, check out the backstory on how @Bryndon ""… https://t.co/yNurBnFOzq","Rochester, NY",0.1
RT @DesMoinesBLM: We just finished our meeting with @IAGovernor. After urging her to sign an executive order to restore voting rights to al…,"Iowa,US",0.0
"RT @AndiswaMadikazi: While the US is still on #BlackLivesMatter they must remember that there is still slave trade happening in Libya. 

Th…","Newcastle, South Africa",0.0
"RT @richardgrant88: This is probably the most impactful picture I have ever taken. 

#JusticeForGeorgeFloyd #LongBeach #LongBeachProtest #B…","Tampa, FL",0.5
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",she/her,0.4
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",ʇɹsuoosllǝʍʇǝƃ,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
"RT @rubendsneves_: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to bring…",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @DesMoinesBLM: We just finished our meeting with @IAGovernor. After urging her to sign an executive order to restore voting rights to al…,"Des Moines, IA",0.0
"RT @_Myrarose_: 🔥KEEP THE MOMENTUM 🔥

Keep being actively angry and working towards doing better for our black communities &lt;3 ❤️ #BlackLive…",She/Her and Bitch,-0.05555555555555555
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","they/them, 18+ only",-0.15555555555555559
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
Time to log back in to #ThePlagueNerdalogues! More monologues available aka the “second wave.” If you haven’t donat… https://t.co/45a7aRXoq9,Bay Area,0.225
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…","Atlanta, GA",-0.18333333333333335
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…","Clemson, SC",-0.18333333333333335
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",multifandomish // BLM ACAB,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",Im everywhere b,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,in your dreamzzz,0.0
RT @pleasantlytwstd: Y'all really praising Dave Chappelle like he cares about LGBTQ people?  Y'all really just forgot this man is LOUDLY ho…,He/Her She/Him They/Them It,0.16666666666666666
#BlackLivesMatter Today. Tomorrow. And always. https://t.co/x1vHRo1bbR,not given,0.0
"RT @zeynep: I don’t know of a dashboard of what’s going on elsewhere, but my little corner of the U.S. is still having #blacklivesmatter ma…","Texas, USA",-0.1875
RT @demosisto: Really shocking when #HKpolice openly mocked #BlackLivesMatter and #ICantBreathe on camera. They are the ones who will work…,not given,-0.5
"RT @acmilan: Silence is not an option: say no to racism! 
Il silenzio non è un’opzione: no al razzismo!
#BlackLivesMatter https://t.co/WKXC…",DOA IBU,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,chicago,0.0
RT @hmbrhrmg: #BlackLivesMatter,Telegram: @coronavirusCF,0.0
"RT @DisVisibility: 26 ways to be in the struggle, beyond the streets. (June 2020 update from the contributors)  

https://t.co/Wauk9av38G…","California, USA",0.0
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,not given,0.0
RT @cemeteryfIowers: I have not seen one thing about this. There are no news articles. Dominique “Rem’mie” Fells was found Tuesday in Phila…,san francisco,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
@TopherThomas7 @oliviaelv It’s called a LYNCHING and @RandPaul blocked the bill to make it a federal crime! #BlackLivesMatter,"New York, NY",0.0
"RT @AWKWORDrap: The @SeattlePD teargasses everybody... 2 days after @MayorJenny says they won’t use teargas for at least 30 days

https://t…",Washington state.,-0.3
'The major stumbling block': Powerful police unions stand in the way of structural reform #p2 #tcot #BadCops… https://t.co/AVsA3qtHzX,"Loves Park, IL",0.18125
RT @nonunadimeno: 50 morti recuperati a largo della #tunisia per lo più donne. Inginocchiarsi non basta. Cancellare subito le leggi che in…,Senigallia,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…","San Francisco, CA",-0.18333333333333335
"RT @acmilan: Silence is not an option: say no to racism! 
Il silenzio non è un’opzione: no al razzismo!
#BlackLivesMatter https://t.co/WKXC…","İstanbul, Türkiye",0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
"RT @MrAndyNgo: Seattle Police Chief: ""Rapes, robberies and all sorts of violent acts have been occurring in the area and we're not able to…",not given,-0.525
"RT @juventusfces: En cualquier lugar, en cualquier momento: NO AL RACISMO.
 
➡ https://t.co/2V9nVeLLS7
 
#ColourWhatColour #NoRacism #Black…",La ciudad del campeón del Tour,0.0
"@JohnOSullivan36 @LisaTalmadge @flywithkamala As a BlackWoman and a teacher, I agree. The officer should’ve kept mo… https://t.co/Puxchk3unw",not given,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",eating fruit while naked,-0.15555555555555559
"RT @WBYeats1865: #HongKongPolice riot police said ""Black Lives Matter"" and ""I can't breathe"" into camera to mock the #BlackLivesMatter glob…","Londrina, Brasil",-0.16666666666666666
"RT @AtomsLeadership: Even if you can’t donate, try to make a difference in any way you can. @atomsBSU #blacklivesmatter https://t.co/DF5rAo…",not given,0.0
RT @antiguanbeauty_: I like this .. #BlackLivesMatter https://t.co/Qkhyr72tzb,bum city,0.0
"Wachezaji wa @juventusfc wakiwa wamevalia jezi zenye maandishi ya kupinga ubaguzi wa rangi, kabla ya kuanza kwa mch… https://t.co/2w5FuHR449","Dar es Salaam, Tanzania",0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",𝐁𝐋𝐌. 𝐀𝐂𝐀𝐁.,0.0
"RT @ProfJeffries: The one thing I know about YOU, is that YOU were not always as ""WOKE"" as you are right now.

So show some GRACE to those…","Worcester, MA",0.2857142857142857
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,"Lake County/Chicago,IL",0.0
RT @btsportfootball: Premier League players will have their names replaced with Black Lives Matter on the back of their shirts for the firs…,not given,-0.08333333333333333
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
#Blacklivesmatter✊🏽✊🏾✊🏿  @TyleeLoww @sodapopist @israel_guti123 https://t.co/aAqCtZcsbe,not given,0.0
@TommyDyer How about permanently?? #BluePeter #BlackLivesMatter,not given,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
@chrismiller_uk It's #BlackLivesMatter not become black. You are trying too much. 😂,"London, UK",0.016666666666666677
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,not given,0.0
RT @common: #BlackLivesMatter: Arrest the cops who murdered Breonna Taylor.,Alabama,-0.175
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,Lyhe Mheg,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",they/she,-0.18333333333333335
"RT @laloalcaraz: Just In: Sharing what my hate letters look like today, Trumpistas can kiss my pink Zacatecas ass. #blacklivesmatter #Trump…",usa,-0.45
RT @breeadail: Civil Rights attny @TheLeoTerrell challenges #BlackLivesMatter and Black Activists: “What has Al Sharpton done for you? What…,not given,-0.16666666666666666
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Atlanta, GA",-0.15555555555555559
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","Columbus, OH",0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,NY,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","Wisconsin, USA",0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
RT @sahbabiistan: don’t stop. #blacklivesmatter #boston https://t.co/tonMZjuZYi,"Boston, MA ➡ Orono, ME",0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @acmilan: Silence is not an option: say no to racism! 
Il silenzio non è un’opzione: no al razzismo!
#BlackLivesMatter https://t.co/WKXC…",not given,0.0
"RT @LTorreira34: #blacklivesmatter #playerstogether

#LT11 https://t.co/FDsVmo9Muv",Lasgidi,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",♡ jesti’s girl 🎏,-0.18333333333333335
RT @meghamohan: Blue Peter addressing #BlackLivesMatter and white privilege for young audiences. Proud to be badge holder 💓 https://t.co/yP…,Europe 🇪🇺,0.225
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",Whataburger,0.0
RT @RyanSessegnon: #BlackLivesMatter #PlayersTogether https://t.co/hIJe2flbgO,Heerlen ,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",Whereva da vibez is at ,-0.15555555555555559
