X,Y,NAME,ADDRESS,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE
-8165403.0936,4993019.9525,HUMPTY DUMPTY DAY NURSERY,1 SHRINE PL.,11740,CENTER BASED,SUFFOLK,40.868874,-73.351067
-8778244.2105,5316243.0779,YMCA BUFFALO NIAGARA,195 SPRUCE STREET,14120,CENTER BASED,NIAGARA,43.028053,-78.856308
-8230505.2979,4988688.7256,THE CHILDREN'S AID SOCIETY @IS 90,21 JUMEL PLACE,10032,CENTER BASED,NEW YORK,40.839447,-73.93589
-8230440.9495,4982567.3607,AFTER SCHOOL PROGRAM @ FALU FOUNDATION,333 EAST 118TH STREET,10035,CENTER BASED,NEW YORK,40.797832,-73.93531
-8227800.1314,4993404.1076,"CHILDREN'S ART & SCIENCE WORKSHOPS, INC, @ PS 18",4124 9TH AVENUE,10034,CENTER BASED,NEW YORK,40.871483000000005,-73.911583
-8478183.2387,5318546.2098,"HUNTINGTON FAMILY CENTERS, INC.- DCC PROGRAM",405 GIFFORD STREET,13204,CENTER BASED,ONONDAGA,43.043178999999995,-76.16081199999999
-8603564.6244,5295070.9324,CANANDAIGUA YMCA ELEMENTARY SCHOOL,90 WEST GIBSON STREET,14424,SCHOOL BASED,ONTARIO,42.888863,-77.287132
-8212069.125,4969783.7553,LITTLE RED WAGON,188-06 JAMAICA AVENUE,11423,CENTER BASED,QUEENS,40.710838,-73.770271
-8230373.7317,4977084.4097,ANDREW LANDI DAY CARE CENTER,21-20 35 AVENUE,11106,CENTER BASED,QUEENS,40.760532,-73.934708
-8218730.9039,4976536.597,RED APPLE CHILD DEVELOPMENT CENTER,133-32 41 ROAD,11355,CENTER BASED,QUEENS,40.756805,-73.830116
-8209749.4979,4968784.9469,STEP BY STEP ACADEMY,112-09 FRANCIS LEWIS BOULEVARD,11429,CENTER BASED,QUEENS,40.704037,-73.74943499999999
-8218849.4029,4978513.5281,HOLY MOUNTAIN NURSERY #5,29-49 137 STREET,11354,CENTER BASED,QUEENS,40.770255999999996,-73.831177
-8209111.2904,4970641.7478,REACH AND GROW,214-09 JAMAICA AVENUE,11428,CENTER BASED,QUEENS,40.716682,-73.743698
-8246680.4595,4955972.0059,"AFRICAN REFUGE, INC - 141",141 PARK HILL AVE,10304,CENTER BASED,RICHMOND,40.616726,-74.081192
-8252721.0711,4958541.6629,UNITED CEREBRAL PALSY OF N.Y.C. INC.,281 PORT RICHMOND AVENUE,10302,CENTER BASED,RICHMOND,40.634246999999995,-74.135452
-8248725.6,4958175.3363,SILVER LAKE HS,10 GREGG PLACE,10301,CENTER BASED,RICHMOND,40.631747999999995,-74.099564
-8230385.5124,5295613.6622,YMCA GLENVILLE BRANCH,127 DROMS RD.,12302,CENTER BASED,SCHENECTADY,42.892433000000004,-73.934814
-8221708.1581,4987102.5430000005,TEAM FIRST INC.,1075 PUGSLEY AVENUE,10472,CENTER BASED,BRONX,40.828666999999996,-73.85685699999999
-8221472.8274,4995435.1232,UNITED EDU-CARE CHILD CTR.,3950 BRONXWOOD AVENUE,10466,CENTER BASED,BRONX,40.885281,-73.854744
-8227298.0883,4997295.9255,HERBERT G. BIRCH E.L.C.,475 WEST 250 STREET,10471,CENTER BASED,BRONX,40.897915000000005,-73.907074
-8229338.5232,4984601.8866,LUCILLE MURRAY CDC,296 EAST 140 STREET,10454,CENTER BASED,BRONX,40.811665000000005,-73.92540699999999
-8219343.2868,4999047.4527,CITY OF MOUNT VERNON YOUTH BUREAU @AMANI PUBLIC CHARTER SCHOOL,60 SOUTH 3RD AVENUE,10550,SCHOOL BASED,WESTCHESTER,40.909809,-73.835617
-8191465.5468,5353615.5319,"NEWMEADOW, INC.",220 BROADWAY,12828,CENTER BASED,WASHINGTON,43.272984,-73.58519
-8173685.9317,4963892.1231,THE LEARNING EXPERIENCE,5795 MERRICK ROAD,11758,CENTER BASED,NASSAU,40.670712,-73.42546800000001
-8421710.0986,5325027.2004,YMCA OF THE GREATER TRI - VALLEY,436 SENECA STREET,13421,SCHOOL BASED,MADISON,43.085712,-75.653511
-8311414.0792,5321153.4114,FULMONT COMMUNITY ACTION AGENCY INC.,6486 STATE RTE 29,13452,CENTER BASED,FULTON,43.060291,-74.662704
-8228495.6055,4961957.612,GAYLE ACADEMY FOR CHILDREN INC.,410 EAST 96 STREET,11212,CENTER BASED,KINGS,40.657528000000006,-73.917831
-8235869.9044,4958833.0925,GAN DAY CARE CENTER,4206 15 AVENUE,11219,CENTER BASED,KINGS,40.63623,-73.984077
-8228089.5159,4960946.0475,AVENUE B CHRISTIAN ACADEMY,9214 AVENUE B,11236,CENTER BASED,KINGS,40.650635,-73.914185
-8228586.8106,4958696.5659,LITTLE SCHOLAR'S DAY CARE CENTER,1701 RALPH AVENUE,11236,CENTER BASED,KINGS,40.6353,-73.918655
-8231106.0835,4986053.2067,NEW YORK CITY MISSION SOCIETY-MINISINK MIDDLE SCHOOL/POWER ACADEMY @ HVA,244 WEST 144TH STREET,10030,CENTER BASED,NEW YORK,40.821533,-73.941284
-8235157.5539,4971226.3281,ESCUELA HISPANA MONTESSORI HS,18 AVENUE D,10009,CENTER BASED,NEW YORK,40.720661,-73.977676
-8237061.9733,4970048.8347,RED APPLE CHILD DEVELOPMENT CENTER I/T,25 MARKET STREET,10002,CENTER BASED,NEW YORK,40.712646,-73.994789
-8232516.4364,4980358.0398,THE HOUSE OF LITTLE PEOPLE,122 EAST 91 STREET,10128,CENTER BASED,NEW YORK,40.782806,-73.95395699999999
-8231986.5699,4979689.2564,RHINELANDER CHILDREN'S AIDE SOCEITY,350 EAST 88 STREET,10128,CENTER BASED,NEW YORK,40.778255,-73.949196
-8233679.7828,4976626.2527,MONTESSORI SCHOOL,347 EAST 55 STREET,10022,SCHOOL BASED,NEW YORK,40.757416,-73.964401
-8231722.4041,4986318.9717,MAYFIELD DAY NURSERY INC,321 CONVENT AVENUE,10031,CENTER BASED,NEW YORK,40.823338,-73.946823
-8208102.5786,4972163.1133,YMCA CROSS ISLAND SACC @ PS 33,91-37 222ND ST.,11428,CENTER BASED,QUEENS,40.727039000000005,-73.73464200000001
-8219620.2593,4998066.2438,"IMANI CULTURAL ACADEMY, INC.",312 SOUTH 8TH AVENUE,10550,CENTER BASED,WESTCHESTER,40.903145,-73.838104
-8281348.2673,5084189.0169,"REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.",240 MIDLAND LAKE ROAD,10941,CENTER BASED,ORANGE,41.485302000000004,-74.392616
-8258535.206,4943254.6797,UAU-UNITED ACTIVITIES UNLIMITED INC. @ P.S. 5,348 DEISIUS ST.,10312,CENTER BASED,RICHMOND,40.529949,-74.18768299999999
-8197346.6668,5354405.5543,THE FISHERMAN'S NET YOUTH PROGRAM,600 GANESVOORT ROAD,12803,CENTER BASED,SARATOGA,43.278152,-73.63801600000001
-8200842.0988,5300828.3276,FORD'S CHILDCARE AND LEARNING CENTER,346 HUDSON AVE,12118,CENTER BASED,SARATOGA,42.926746,-73.66941800000001
-8220849.9962,5312017.9667,KIDS FIRST CHILDCARE CENTER,12 CHURCH AVE,12020,CENTER BASED,SARATOGA,43.000301,-73.849152
-8273402.4517,5257717.8947,SCHOHARIE VALLEY CHILDREN'S CENTER,"4956 STATE ROUTE, #30",12157,CENTER BASED,SCHOHARIE,42.642525,-74.321236
-8228534.158,5026363.9612,MONTESSORI CENTER OF NYACK,85 MARION ST,10960,CENTER BASED,ROCKLAND,41.094997,-73.918182
-8244134.2488,5024392.9331,PEACE THROUGH PLAY NURSERY SCHOOL,8 AMBER RIDGE ROAD,10977,SCHOOL BASED,ROCKLAND,41.081654,-74.058319
-8232790.6813,5016754.9738,YMCA @ WILLIAM O. SCHAEFER ELEMENTARY,140 LESTER DRIVE,10983,CENTER BASED,ROCKLAND,41.029915,-73.956413
-8240921.5683,5033383.3049,CONGREGATION YALDAINU INC.,167 CLINTON LANE,10977,CENTER BASED,ROCKLAND,41.142502,-74.029457
-8243953.1731,5028382.4283,"TEACHER MOMMY DAYCARE, INC.",230 WEST ROUTE 59,10977,CENTER BASED,ROCKLAND,41.108662,-74.056694
-8751085.3249,5275506.6926,DUCK DUCK GOOSE CHILD CARE CENTER,300 GLEED AVENUE,14052,CENTER BASED,ERIE,42.75996,-78.612335
-8772893.2584,5317354.94,SHINING STARS,20 NORTHPOINTE PARKWAY,14228,CENTER BASED,ERIE,43.035354999999996,-78.808243
-8781279.9576,5310188.1135,"CARE-A-LOT CHILDCARE CENTRE, INC.",1885 MILITARY ROAD,14217,CENTER BASED,ERIE,42.988281,-78.883583
-8797864.3923,5257701.0664,"BUFFALO HEARING AND SPEECH CENTER, INC.",42 SUNSET BLVD,14006,CENTER BASED,ERIE,42.642414,-79.032562
-8549233.6998,5176302.4739,CHILDREN OF PROMISE,722 STANDISH ST.,14901,CENTER BASED,CHEMUNG,42.102211,-76.799072
-8457822.1414,5178459.9417,BROOME COUNTY YMCA,740 MAIN ST.,13790,CENTER BASED,BROOME,42.116589000000005,-75.977905
-8218243.2276,5252411.9361,"SCHOOL'S OUT, INC. @ HAMAGRAEL ELEMENTARY",1 MCGUFFEY LANE,12054,CENTER BASED,ALBANY,42.607452,-73.825737
-8731259.8802,5175033.5508,CATTARAUGUS & WYOMING COUNTIES PROJECT HEAD START,210 ELM STREET,14760,HEAD START,CATTARAUGUS,42.093754,-78.434242
-8226528.1807,5002519.3054,"YMCA OF YONKERS, INC.",17 RIVERDALE AVENUE,10701,CENTER BASED,WESTCHESTER,40.933372,-73.900162
-8213645.6213,5062307.2074,CREATIVE KIDS ENRICHMENT LLC.,2985 NAVAJO STREET,10598,CENTER BASED,WESTCHESTER,41.337879,-73.78443100000001
-8224013.0282,5011531.7763,HASTINGS NURSERY SCHOOL THE CO-OP,7 FARRAGUT AVE,10706,CENTER BASED,WESTCHESTER,40.994510999999996,-73.877563
-8704898.8682,5311770.6272,"NYS FEDERATION OF GROWERS' AND PROCESSORS' ASSOCIATION, INC.",18 BROOKLYN AVENUE,14020,CENTER BASED,GENESEE,42.998676,-78.19743299999999
-8195340.9122,4970661.0997,"E.O.C. OF NASSAU COUNTY, INC HEMPSTEAD HEAD START",65 DARTMOUTH ST,11550,HEAD START,NASSAU,40.716812,-73.620003
-8181219.4782,4978982.8014,"ACDS, INC.",4 FERN PLACE,11803,CENTER BASED,NASSAU,40.773449,-73.493149
-8203044.1096,4972813.1369,"PRECIOUS SPIRIT CHILD CARE, INC.",13 SOUTH 6TH STREET,11040,CENTER BASED,NASSAU,40.731464,-73.689201
-8184337.7598,4971843.3322,TENDER GARDEN FOUNDATION,3100 HEMPSTEAD TURNPIKE,11756,CENTER BASED,NASSAU,40.724861,-73.521156
-8420805.41,5295894.5507,"THE CHILDREN'S CENTER AT MORRISVILLE STATE COLLEGE, INC.",80 EATON STREET,13408,CENTER BASED,MADISON,42.894283,-75.645386
-8346373.9653,5315469.6826,"MVCAA, INC. HERKIMER HEAD START",360 PROTECTION AVE.,13350,HEAD START,HERKIMER,43.022976,-74.976753
-8450996.9208,5459857.9423,"WATERTOWN FAMILY YMCA, INC.",836 SHERMAN STREET,13601,CENTER BASED,JEFFERSON,43.963905,-75.916595
-8231581.4177,4970106.9729,CONSELYEA ST. BLOCK ASSOCIATION/SMALL WORLD DCC,211 AINSLIE STREET,11211,CENTER BASED,KINGS,40.713039,-73.945557
-8234953.7304,4960722.4271,UNIVERSITY SETTLEMENT @ PS 130,70 OCEAN PARKWAY,11218,CENTER BASED,KINGS,40.649109,-73.97584499999999
-8274318.5287,5052705.6161,"RHYTHM AND RHYME CHILD CARE CENTER, INC.",65 RONALD REAGAN BLVD,10990,CENTER BASED,ORANGE,41.273087,-74.329468
-8304269.9683,5080032.3546,"YOUNG MEN'S CHRISTIAN ASSOCIATION OF MIDDLETOWN, N.Y.",929 RT 209,12729,CENTER BASED,ORANGE,41.457321,-74.598526
-8516188.5089,5227433.1003,GREATER ITHACA ACTIVITIES C.-SACC,318 NORTH ALBANY ST.,14850,CENTER BASED,TOMPKINS,42.442081,-76.50222
-8308542.1477,5136581.1711,"BEAR'S CUB CAVE, LLC",7335 STATE ROUTE 55,12765,CENTER BASED,SULLIVAN,41.836914,-74.636902
-8597356.2689,5176033.7202,ADVANTAGE AFTER SCHOOL AT TUSCARORA,7 CLEVELAND DRIVE,14801,CENTER BASED,STEUBEN,42.100418,-77.231369
-8163863.4337,4994175.5983,SCOPE @ PULASKI RD EAST NORTHPORT,623 NINTH AVE,11731,CENTER BASED,SUFFOLK,40.876723999999996,-73.337234
-8153698.4058,4972028.7069999995,FIRST CONGREGATIONAL CHURCH EARLY LEARNING CENTER,1860 UNION BOULEVARD,11706,RELIGIOUS FACILITY,SUFFOLK,40.726124,-73.245918
-8163855.0848,4997365.8921,ISLAND KIDS EARLY CHILDHOOD CENTER,158 LAUREL AVENUE,11768,CENTER BASED,SUFFOLK,40.898392,-73.337158
-8781909.8032,5323593.7722,"BUNNY BUNCH DAY CARE, INC.",7181 WARD ROAD,14120,CENTER BASED,NIAGARA,43.076305,-78.889236
-8231179.8883,4989140.3401,POLICE ATHLETIC LEAGUE @ARMORY CENTER,216 FORT WASHINGTON AVENUE,10032,CENTER BASED,NEW YORK,40.842514,-73.941948
-8236111.6757,4976509.6669,CHILDREN FIRST/ BRIGHT HORIZONS @TIMES SQUARE,4 TIMES SQUARE,10036,CENTER BASED,NEW YORK,40.756622,-73.98625200000001
-8236948.352999999,4970938.2484,CHUNG PAK/CHRYSTIE ST SA DCC,115 CHRYSTIE STREET,10002,CENTER BASED,NEW YORK,40.7187,-73.993767
-8236689.0899,4970572.2435,IMMIGRANT SOCIAL SERVICES @P.S. 42,71 HESTER STREET,10002,CENTER BASED,NEW YORK,40.716209,-73.99144
-8233609.8815,4982532.9511,THE CHILDREN'S AID SOCIETY FRED DOUGLAS CHILDREN'S CENTER,885 COLUMBUS AVENUE,10025,CENTER BASED,NEW YORK,40.797596,-73.963776
-8235770.4604,4970316.1516,HENRY STREET SETTLEMENT @PS 134,293 EAST BROADWAY,10002,CENTER BASED,NEW YORK,40.714465999999994,-73.98318499999999
-8231064.45,4987988.5278,COMMUNITY LEAGUE EDUCATION PROGRAM P.S. 4 DUKE ELLINGTON SCH,500 WEST 160TH STREET,10032,CENTER BASED,NEW YORK,40.834686,-73.94091
-8236528.0106,4969714.8586,"TWO BRIDGES NEIGHBORHOOD COUNCIL, INC, @ TWO BRIDGES KIDS",82 RUTGERS SLIP,10002,CENTER BASED,NEW YORK,40.710369,-73.98999
-8472792.1639,5297718.4813,"P.E.A.C.E., INC. LAFAYETTE HEAD START PROGRAM",2777 US ROUTE 11,13084,HEAD START,ONONDAGA,42.906284,-76.11238900000001
-8622110.4516,5313582.8262,KINDERCARE LEARNING CENTER,615 FISHERS RUN,14564,CENTER BASED,ONTARIO,43.010582,-77.453735
-8270767.3256,5597604.6985,NORTH COUNTRY PRESCHOOL,17 WEBSTER STREET,12953,CENTER BASED,FRANKLIN,44.847878,-74.297569
-8211099.9672,4952629.6827,YMCA OF GREATER NEW YORK,160 BEACH 29TH STREET,11691,CENTER BASED,QUEENS,40.593928999999996,-73.761566
-8208133.2609,4970851.8479,QUEENS VILLAGE DAY SCHOOL ANNEX #2,96-07 SPRINGFIELD BOULEVARD,11429,CENTER BASED,QUEENS,40.718113,-73.73491700000001
-8217130.3593,4966255.7542,VEDA'S LEARNING WORLD,104-87 128 STREET,11419,CENTER BASED,QUEENS,40.686813,-73.815735
-8230031.1127,4978984.5407,AHRC ASTORIA BLUE FEATHER ECP,27-07 8 STREET,11102,CENTER BASED,QUEENS,40.77346,-73.931625
-8255414.6059,4958102.3655,LITTLE L.A.MB. PRE-SCHOOL INC.,2 GRIDLEY AVENUE,10303,CENTER BASED,RICHMOND,40.631248,-74.159653
-8246197.3486,4959134.6177,STATEN ISLAND ECC EDUCATIONAL CENTER,467 ST MARKS PLACE,10301,CENTER BASED,RICHMOND,40.638287,-74.076851
-8252875.1507,4955452.4207,STATEN ISLAND MONTESSORI SCHOOL,2187 VICTORY BOULEVARD,10314,SCHOOL BASED,RICHMOND,40.613182,-74.136841
-8222254.8481,5093681.584,BLOSSOMING MINDS,6 LAFAYETTE COURT,12524,CENTER BASED,DUTCHESS,41.549149,-73.86177099999999
-8201429.4204,5281000.2493,JOYFUL BEGINNINGS,136 THIRD STREET,12188,CENTER BASED,SARATOGA,42.796184999999994,-73.67469
-8228832.6621,4984935.1943,"ARETE EDUCATION, INC",360 EAST 145TH STREET,10454,CENTER BASED,BRONX,40.813931,-73.92086
-8229338.8533,4984602.6282,ELEANOR JAMES PRESCHOOL SITE I,296 EAST 140 STREET,10454,CENTER BASED,BRONX,40.811668,-73.92540699999999
-8222917.7020000005,4985562.7885,SOUNDVIEW CHILD CARE CENTER,1700 SEWARD AVENUE,10473,CENTER BASED,BRONX,40.818199,-73.867729
-8222643.7699,4989704.3899,ST. MARTHA'S NURSERY SCHOOL,1828 HUNT AVENUE,10462,SCHOOL BASED,BRONX,40.846348,-73.86526500000001
-8212366.1151,5015222.0236,PROSPECT ACADEMY,82 PROSPECT STREET,10606,CENTER BASED,WESTCHESTER,41.019524,-73.772942
-8231635.4887,4960970.4138,PRE SCHOOL MINDS DCC,3316 CHURCH AVENUE,11203,CENTER BASED,KINGS,40.650799,-73.946037
-8236922.6308,4970497.6998,RED APPLE CHILD DEVELOPMENT CENTER,39 ELDRIDGE STREET,10002,CENTER BASED,NEW YORK,40.715702,-73.993538
-8233043.5331,4984774.5245,CHILDEN'S LEARNING CENTER,90 LASALLE STREET,10027,CENTER BASED,NEW YORK,40.81284,-73.958687
-8209967.1801,4963655.8279,LAURELTON DAY CARE SCHOOL AGE PROGRAM,141-19 224TH STREET,11413,CENTER BASED,QUEENS,40.669102,-73.751389
-8211981.9578,5035025.7537,TEMPLE BETH EL OF NORTHERN WESTCHESTER,220 SOUTH BEDFORD ROAD,10514,RELIGIOUS FACILITY,WESTCHESTER,41.15361,-73.769485
-8233152.5019,4969204.6266,YESHIVA HS,206 WILSON STREET,11211,CENTER BASED,KINGS,40.706897999999995,-73.959671
-8654879.6814,5315835.74,YMCA OF GREATER ROCHESTER - T.J. CONNOR ELEMENTARY SCHOOL,13 BECKWITH AVE,14546,SCHOOL BASED,MONROE,43.025379,-77.748108
-8424364.0604,5448779.5946,CORNELL COOPERATIVE EXTENSION ASSOCIATION OF JEFFERSON COUNTY,3020 MECHANIC STREET,13626,CENTER BASED,LEWIS,43.892231,-75.677353
-8225842.4527,4978503.6073,HANAC AFTER SCHOOL PROGRAM AT PS 2,75-10 21ST AVENUE,11370,CENTER BASED,QUEENS,40.770191,-73.893997
-8766564.6341,5261401.231000001,CHURCHILL MEMORIAL UNITED METHODIST CHURCH,8019 BOSTON STATE ROAD,14025,RELIGIOUS FACILITY,ERIE,42.666859,-78.751389
-8775626.0406,5307759.1609,YMCA BUFFALO NIAGARA,500 PARKHURST BOULEVARD,14223,CENTER BASED,ERIE,42.972317,-78.832787
-8793372.8459,5265757.2078,"THE COMMUNITY ACTION ORGANIZATION OF WESTERN NEW YORK, INC.",7008 ERIE ROAD,14047,CENTER BASED,ERIE,42.695625,-78.99221
-8774681.0495,5283744.895,"RHYMES AND REASONS DAY CARE, CORP.",3147 SOUTH PARK AVENUE,14218,CENTER BASED,ERIE,42.814274,-78.824303
-8773198.9418,5304394.3922,SKIES THE LIMIT CHILD CARE LLC,130 LEBRUN ROAD,14215,CENTER BASED,ERIE,42.950195,-78.810989
-8215590.5955,5259709.7298,TEMPLE ISRAEL NURSERY AND DAY CARE,600 NEW SCOTLAND AVENUE,12208,RELIGIOUS FACILITY,ALBANY,42.655685,-73.801903
-8226666.8848,5266647.2118,CDY-GUILDERLAND @ GUILDERLAND ELEMENTARY,2225 WESTERN AVENUE,12084,CENTER BASED,ALBANY,42.701504,-73.90140500000001
-8214567.0373,5259479.4456,NEW SCOTLAND ELEMENTARY,369 NEW SCOTLAND AVENUE,12208,CENTER BASED,ALBANY,42.654163,-73.792709
-8212033.4925,5261546.5684,INFINITE CARE,43 QUAIL STREET,12206,CENTER BASED,ALBANY,42.66782,-73.769951
-8208677.2098,5279781.052,BOGHT MONTESSORI,514 OLD LOUDON ROAD,12047,CENTER BASED,ALBANY,42.788146999999995,-73.739799
-8210540.3894,5257630.0846,BOYS AND GIRLS CLUB OF ALBANY @ GIFFEN,274 SOUTH PEARL STREET,12202,CENTER BASED,ALBANY,42.641945,-73.756538
-8207155.0271,5028589.9541,TIMBER RIDGE FAMILY CENTER,15 OLD POST ROAD,10504,CENTER BASED,WESTCHESTER,41.110065000000006,-73.726128
-8223195.0525,5015132.4651,GREENBURGH HEBREW CENTER NURSERY SCHOOL,515 BROADWAY,10522,SCHOOL BASED,WESTCHESTER,41.018917,-73.870216
-8214466.7139,4995815.8202,"MONTESSORI SCHOOL OF NEW ROCHELLE IN PELHAM, INC.",1415 PELHAMDALE AVE,10804,CENTER BASED,WESTCHESTER,40.887863,-73.791809
-8559117.4234,5340780.9095,"WAYNE CAP INC., ADVANTAGE AFTER SCHOOL NORTH ROSE-WOLCOTT EL",10456 SALTER-COLVIN ROAD,14516,CENTER BASED,WAYNE,43.18898,-76.887863
-8197754.7639999995,4994362.87,NORTH SHORE DAY SCHOOL,85 CRESCENT BEACH ROAD,11542,SCHOOL BASED,NASSAU,40.877998,-73.641685
-8641099.8869,5338942.0527,YMCA OF GREATER ROCHESTER AT SCHOOL #8,1180 ST. PAUL STREET,14621,CENTER BASED,MONROE,43.176933,-77.624321
-8617083.9313,5328456.1281,BATES-RICH BEGINNINGS (SCHOOL AGE),1683 E. WHITNEY RD.,14450,CENTER BASED,MONROE,43.108204,-77.408585
-8673668.2964,5357227.2176,HAMLIN RECREATION BEFORE & AFTER SCHOOL PROGRAM,2806 ROOSEVELT HIGHWAY,14464,CENTER BASED,MONROE,43.2966,-77.916885
-8649818.7634,5246747.3043,DANSVILLE FOURSQUARE CHURCH,280 MAIN ST,14437,RELIGIOUS FACILITY,LIVINGSTON,42.569988,-77.70264399999999
-8457358.7729,5465643.3357,"WATERTOWN FAMILY YMCA, INC.",275 EAST MAIN STREET,13615,CENTER BASED,JEFFERSON,44.001301,-75.973747
-8277629.392999999,5062938.973999999,EVERYTHING GROWS CHILDCARE AND LEARNING CENTER,1753 ROUTE 17A,10921,CENTER BASED,ORANGE,41.34214,-74.359207
-8255432.7318,5076602.4253,ST. MARY'S LITTLE LAMBS,2 FATHER TIERNEY CIRCLE,10992,CENTER BASED,ORANGE,41.434227,-74.159813
-8505400.0918,5358660.322,"Y.M.C.A. OF FULTON, NY, INC.-LANIGAN ELEM. SCHOOL AGE PROGRAM",59 BAKEMAN ST.,13069,CENTER BASED,OSWEGO,43.305969,-76.405312
-8383571.0874,5209853.8233,"OPPORTUNITIES FOR OTSEGO HEAD START #6, UNADILLA SITE",246 MAIN ST.,13849,HEAD START,OTSEGO,42.325439,-75.310898
-8356188.6708,5230026.9794,ONEONTA FAMILY YMCA @ CENTER STREET,31 CENTER STREET,13820,CENTER BASED,OTSEGO,42.459274,-75.06491899999999
-8158439.1689,4997787.2492,TOWN OF SMITHTOWN SACC,39 SUNKEN MEADOW ROAD,11768,CENTER BASED,SUFFOLK,40.901253000000004,-73.28850600000001
-8036634.8292,5006892.7792,"ELEANOR WHITMORE EARLY CHILDHOOD CENTER, INC.",2 GINGERBREAD LANE,11937,CENTER BASED,SUFFOLK,40.963046999999996,-72.194321
-8130699.6876,4983153.6652,"IMAGINE EARLY LEARNING CENTERS, LLC",2 CORPORATE DRIVE,11742,CENTER BASED,SUFFOLK,40.801819,-73.039314
-8170646.1303,4964993.3925,SCOPE @ COPIAGUE/GREAT NECK RD,1400 GREAT NECK ROAD,11726,CENTER BASED,SUFFOLK,40.678211,-73.398163
-8778252.5152,5316254.7064,"THE BOYS & GIRLS CLUBS OF THE NORTHTOWNS, INC.",195 SPRUCE STREET,14120,CENTER BASED,NIAGARA,43.02813,-78.85638399999999
-8236089.9684,4974542.1898,CHILDREN FIRST/ BRIGHT HORIZONS @PATRICIA CARBINE CHILD CTR.,51 MADISON AVENUE,10010,CENTER BASED,NEW YORK,40.743233000000004,-73.986053
-8239006.8735,4970755.3275,BMCC EARLY CHILDHOOD CENTER,199 CHAMBERS STREET,10007,CENTER BASED,NEW YORK,40.717457,-74.01226
-8231867.8428,4984422.2741,HARLEM CHILDREN'S ZONE CS 154,250 WEST 127TH STREET,10027,CENTER BASED,NEW YORK,40.810444,-73.948128
-8237992.6411,4972950.7859,"GREENWICH HOUSE, INC @ GREENWICH HOUSE AFTER SCHOOL",27 BARROW STREET,10014,SCHOOL BASED,NEW YORK,40.732403000000005,-74.00314300000001
-8237828.3336,4973955.3735,FRIENDS OF THE GERMAN AMERICAN SCHOOL OF NY @ PUSTEBLUME ASP,244 WEST 14TH STREET,10011,CENTER BASED,NEW YORK,40.739239000000005,-74.001671
-8237179.8975,4977248.4065,ABUNDANT WATERS @ PS 51,525 WEST 44TH STREET,10036,CENTER BASED,NEW YORK,40.76165,-73.99585
-8236599.7004,4970697.0831,VICTORIA CHILDREN'S CENTER,323 GRAND STREET,10002,CENTER BASED,NEW YORK,40.71706,-73.99063100000001
-8513160.7301,5322175.0396,"P.E.A.C.E., INC. JORDAN-ELBRIDGE HEAD START PROGRAM",25 N. MAIN ST.,13080,HEAD START,ONONDAGA,43.066998,-76.475021
-8474126.8186,5320150.5886,ST. VINCENT DE PAUL DAY CARE CENTER,1103 BURNET AVE.,13203,CENTER BASED,ONONDAGA,43.053711,-76.124374
-8475253.4378,5319207.8271,"P.E.A.C.E., INC. UUMC EARLY HEAD START",324 UNIVERSITY AVENUE,13210,HEAD START,ONONDAGA,43.04752,-76.134499
-8380753.2089,5322182.2013,ST. JOHN'S THE EVANGELISTS CHURCH,1 SHERMAN STREET,13413,RELIGIOUS FACILITY,ONEIDA,43.067043,-75.285583
-8213533.6339,4968464.3101,CITY PARKS FOUNDATION,106-16 173RD STREET,11433,CENTER BASED,QUEENS,40.701855,-73.783424
-8212104.069,4964200.6363,"ROCHDALE VILLAGE, INC.",169-09 137TH AVENUE,11434,CENTER BASED,QUEENS,40.672813,-73.770584
-8211252.4112,4953772.228999999,"SHELTERING ARMS CHILDREN AND FAMILY SERVICES, INC.",8-21 BAY 25TH STREET,11691,CENTER BASED,QUEENS,40.601723,-73.76293199999999
-8208916.9228,4964798.3598,TRACY'S DAY CARE CENTER,228-01 MERRICK BOULEVARD,11413,CENTER BASED,QUEENS,40.676884,-73.741959
-8210082.0385,4962333.4368,QUEENS COMMUNITY ECC,146-05 228 STREET,11413,CENTER BASED,QUEENS,40.660088,-73.75241899999999
-8225175.6042,4974860.9473,JACKSON HEIGHTS CHILDREN CENTER INC.,77-04 41 AVENUE,11373,CENTER BASED,QUEENS,40.745403,-73.888008
-8226952.0697,4979177.648,PEOPLE'S UNITED METHODIST HS,39-34 21 AVENUE,11105,CENTER BASED,QUEENS,40.774776,-73.90396899999999
-8214332.1038,4964832.626,D'S SUNSHINE DC PRE-SCH,121-07 SUTPHIN BOULEVARD,11434,CENTER BASED,QUEENS,40.677116,-73.790604
-8216405.6294,4977842.6105,BAYSIDE LUTHERAN SCHOOL,155-14 35 AVENUE,11354,SCHOOL BASED,QUEENS,40.765694,-73.809227
-8255744.14,4953920.7917,BIG BIRDS TINY TOTS,1859 RICHMOND AVENUE,10314,CENTER BASED,RICHMOND,40.602737,-74.16261300000001
-8247532.141,4958015.6004,JEWISH COMMUNITY CENTER OF STATEN ISLAND,485 VICTORY BOULEVARD,10301,CENTER BASED,RICHMOND,40.630657,-74.088844
